SubjectID,ObjectID,TalkBlock,Transcription
tulip014,bulbplanter,1,"To the best of my imagination. It's a planter box. It's probably shaped in a bulb sense.  It's probably round, if I had to guess, and probably made of, like, a terracotta.  Given that it's a planter, it's probably used to raise small crops before they're transplanted to the ground.  So that, like... It can have a smaller isolated habitat."
tulip014,bulbplanter,2," Alright, this time I noticed that it is actually a metallic, almost like a digging sort of device. It's very round and at the bottom it's hollow. There's a hole and it's kind of serrated. There's some shaded bits around the edge.  There's also a handle at the top, so it would seem that it's used as a way to push into the ground. It's also got measurements on the side used to measure just how deep you're going.  It's round, like I had said, metallic, and it has the serrated bits at the bottom. I'd imagine that it's used to push into the ground at a certain distance. My best guess would be that it's round. It's used for planting crops or small vegetation."
tulip014,threeholepunch,1,""
tulip014,threeholepunch,2,""
tulip014,bloodpressurecuff,1,"Uh I’m not entirely sure um however I think that this item is likely rubber or some sort of plastic. I believe that it is cylindrical and would wrap around your arm or some other body part that’s measuring blood pressure. Uh the object is being used to measure your blood pressure. It does this by compressing onto the selected area and I will be able to test the blood pressure that way."
tulip014,bloodpressurecuff,2,"Uh the blood pressure cuff is um made of a few different components. There’s a pressure gauge, just made of typical glass like or metal with the numbers inside and an arrow that would indicate the level it’s at. There’s also connected to that in the lining like a tube to the actual cuff that’s measuring, as well as there’s a rubber… I don’t know the exact term to use but a little balloon in your hand which you would use to increase the pressure to the cuff. Which is also connected with a little tube to the cuff and is made out of hollow plastic or other material. It has velcro, it is used to fashion it against a patient’s arm uh securely. And once you have it fashioned to the patient’s arm it is used to measure the patient’s blood pressure. This is done by squeezing the um the balloon like item and then you read the measurement on the gauge."
tulip014,frenchpress,1,"A French press, it should be a coffee machine of some sorts. Um I’m not 110% how it looks. I believe it’s some sort of cylinder and it has some sort of pressing mechanism inside to help the coffee brew properly, uh to this specific technique. Uh the object’s function is to make coffee. It would do this in a way, in my imagination you have the grounds in one spot and they are likely mixed with water or pressure or both to go through a filter or funnel to the bottom."
tulip014,frenchpress,2,""
tulip014,pocketradio,1,"I'd imagine that the pocket radio  has a more square rectangular body, likely made of metal or plastic or some other harder material.  It also likely has an antenna,  a microphone and a speaker, and maybe a couple of dials to increase value  or the frequency of the radio signal, or whichever radio signal that you are communicating on. or whichever radio signal that you are communicating on. The object is used for communication.  I'm not an expert on this,  but from my understanding, it transmits the radio frequencies on a specific level.  I want to say pitch, but I know that's not the correct term. And that is outcasted to receiving radios which will relay the desired message as long as they’re on the same frequency."
tulip014,pocketradio,2,"The object presented was made of plastic. Other radios might be made of different material. It has a...  metal antenna on the side that can fold, as well as a few dials for the frequency or volume. There's also a switch to distinguish between AM and FM.  There is a speaker on the front and back, as well as a small plastic or glass... It's a clear strip that shows which specific frequency  that you are dialed on to, so that you can listen to whichever frequency you're on. It is not... The function of this item is...  has a receiving end from a broadcast, it will relay whatever is output from there.  So, for example, if the FM channel 80 was streaming commentators for sports,  you'd be able to follow that with a portable device, rather than having to use a more like desktop styled radio."
tulip014,shoehorn,1," probing-looking device. If I'm thinking correctly, it's used to put on your shoes so that you don't get the lip at the back stuck. It can be made of any  number of materials as long as they're generally firm, so wood, plastic, metal. The object's function is to assist in putting your shoes on without the lip getting caught.  If I'm correct, this works by first putting the object in your shoe and then sliding your foot over it and then pulling the object out so that it catches the lip so that it doesn't fold."
tulip014,shoehorn,2,"The  shoehorn is a flat, long piece of metal.  Plastic, wood, a specific one here was made of metal. It is kind of spayed so that it is a little more ovular towards the bottom. I think that's the right word to use. The object's function is to assist putting on your shoes so that the lip at the back doesn't. It doesn't get stuck or fold.  This is done by inserting it into the shoe, putting your foot in the shoe, and then pulling the shoehorn out so that it catches the flap and unfolds it if that happened."
tulip014,floppydisk,1,"The floppy disk is a plastic cartridge. I think they're more rectangular. My dad would kill me for not knowing this.  If not, they're circular, but I'm pretty sure they're round.  Plastic, thin, yeah. The object is a method of storage. It is an outdated USB.  It is inserted into computers, older computers, I should say. There's not really any use for floppy disks anymore. There just has been a lot of technological advancements.  But at the time when they were used,  you would insert it into the computer, into the designated,  the designated port, and it was used as a hard drive.  But without, you know, an external hard drive, I should say, because it was able to be removed and inserted into other computers."
tulip014,floppydisk,2,"The floppy disk is a thin very square plastic device. Um it has a small slider on the top as well as what looks to be an unlocking apparatus towards the bottom. It’s very small, almost like a power switch size, like from the old DS’s, they would haveon the side that you can flip up or down. So it’s much smaller and thin it doesn’t have any external bits on that. But the top sliding bit on that is um it’s got a spring that pushes it back into the starting position and the rest is just all uh black plastic in  The objects function, as previously stated,  it is a storage for older computers,  as there's not a modern application for them, as there have been technological advancements that make the floppy disk dated and irrelevant. It was used by... The way you used it was you would put it into the port specifically. You might even have to have slid that slider at the top.  I'm not entirely sure, as I don't have much experience using them.  But you would insert it,  and it would be like an external storage hard drive, however you want to refer to it as."
tulip014,fishingreel,1,"Typically there's a few different variations of fishing reels. The easiest of the three is that they're on the ugly sticks. You just press the button.  There's a spool of wire contained inside of a protected sheath, if you will. There's another one where it's exposed. It's arguably more common than the previous one. The way that it works is... I shouldn't say it works yet. It has almost a lever that stops the... stops or allows the line to be used. And then there's also a hybrid of the two where it's more rectangular.  And I'm forgetting the name of these now, but it has exposed line as well as, I think, a button that you can press on. Generally these are made of plastic or metal. With a spool of fishing line. It's a... Which is like a rope material of some... I'm not sure the material for the line. It might be plastic or something else that I'm not aware of. Yeah. The objects... All work through the same mechanisms. Essentially the line is locked and unable to move without the...  You're using the mechanism, so if that's the button or if that's unlatching the clip  to let the spool run, And then you would... You would use the momentum of the rod to cast the string.  And when you're ready to stop the string, like if you land your cast where you want  it, you would let go of the button or close the clasp for the fishing reel."
tulip014,fishingreel,2," Typically, fishing rails, they have their own unique looks.  The one presented, which is what I'm going to emphasize and specify, is it has the central cylinder with the spool of fishing line. It's on a bearing system that will allow it to spin. There's also... There's an attached handle that allows you to spin the bearings. And there is a clasp on the top that opens or shuts to allow the release of the fishing line. The object is used for fishing. The way that it works is you... have a few different mechanisms on it. There's a mechanism at the top that I failed to mention last time  that increases or decreases the slack of the line, or how tight it's resisting.  So when the fish is on the line, if it's fighting a lot,  you don't want to have a tense line, otherwise it'll break.  You want it to be a little looser, allow it to pull more, even if it's locked. Then  You have the locking mechanism that allows for the release, or... the locking of the fishing line. That would be...  When you cast, you would unlock it,  pinch the line, throw it, and release. That would allow it to take the line with it as it's going.  And then once it's in your desired location, you would close it. There's also the handle that connects to the bearings. That allows for you to wind and retract the line. And that lets you reel in the fish. It's a reel."
tulip015,crankflashlight,1,"I think that it's made with like steel or something and with a light bulb so it can flash in but I'm not pretty sure about this. I think it's like used in the dark but I'm not sure what's crank looks like but I know what's flashlights like so I know like it's help people to see in the dark"
tulip015,crankflashlight,2,"um um it still looks like a flashlight it's with a light bulb and also is have a handle on it and it's can like to press it or something I do think that is can because it have a light bulb so it can help people to see in the light to see in the dark"
tulip015,frenchpress,1,"I think it's made of steel and to help people to work in some factories and actually I'm not pretty sure about what it looks like okay so like what I just said I think it's working in a factory that helps with some big material working"
tulip015,frenchpress,2,"um actually it's made of glass and steel but I think I think it's like um it looks like a glass um it's also like can Pour in some water and have a handle on it um I think it's to work is to like boiling water and also like making tea using it"
tulip015,rolodex,1," Um, I never heard about this object before, so I think it's like probably made of wood? I don't know. Or steel? Or some hard materials?  Um, I think, I think it's like, it's used to, um, putting something inside?  I don't know, I never, I never heard of this object before."
tulip015,rolodex,2,"I think it's made of many papers and also the stales to put the paper around it.  And also every, there's some white paper and blue ones and on the blue ones there's some capital letters on the top of it. I think it's like work for people in the office to write something on it and to make it easier to find the notes on which people have listed on them because it has the capital letter  to help the people to, pretty convenient to find their notes."
tulip015,fishingreel,1," For this fishing reel, I think it's made of stales and also, like, made of some straws. to help and it's pretty long. For this one I think it's help people to fishing and also to to put the fish food on it and make the to attract the fish and catch them."
tulip015,fishingreel,2,"This object actually is made with steel and it actually has a handle on it and have the straw around it and it's color is like black and silver. I think it's like during the fishing is used to to catch up the fish."
tulip015,threeholepunch,1,"For this object I think because it's called three hole punch so I think it's probably have three holes on it. And maybe It's made of like hard materials. I'm pretty not sure about this one. I think it's probably made like make people to put things on them inside because it's have three holes."
tulip015,threeholepunch,2,"I think it's called three hole punch. and actually the things of our materials but it's didn't have three holes on it It's just called the three hole. and actually I think it's pretty long and hard.  For this time, I think that it's made people to, like,  when people have many papers,  it can, like, gather them with this one  to put in, like, a book or something. I'm not sure."
tulip015,bulbplanter,1," For this one, I think it's also made of hard materials  and it's probably looks like,  it's probably round or it looks like a circle or something, look like a ball. I'm not sure about that.  For this one, I think it's probably made to,  like, make people to use it to put on a light bulb. Um."
tulip015,bulbplanter,2,"It's made of steel and looks like a ball. It's made of silver and black.  And also, like, it can press thing on the top, on the handle one.  And this also, it's like a circle or something. I still not pretty sure what this one is used to because I never see it before. Um."
tulip015,bloodpressurecuff,1,"I think this one is pretty... It's like made of hard materials and can like... with some... used like electronic. For this one I think it's useful to like to let people to put their arms in and to test their blood pressure."
tulip015,bloodpressurecuff,2,"For this one I think it can like... It's made of some... It have like something like a clock on the top of them. And also it have... Can make people to press it to test their blood pressure. But it's not made of hard materials or electronic. It’s something like You can do it by hand but don't need the material thing. I still think that it can let people to put their arms inside and to test their blood pressure."
tulip015,handmixer,1,"For this one i think it can... It can like help people to working like so it's probably made of hard materials and something like steel and also and you probably have a handle on it and it's pretty long I guess um for this I think that it can help people to working fixing anything or like probably using cooking or agriculture or fixing any mud um fixing anything in your home or something"
tulip015,handmixer,2,"so it's made of steel and look pretty long and it's also have handle on it and when we press the handle it can like spinning around at the bottom now I think this one is used for cooking and help people to mix cook make cake or something to make something to mix up the eggs"
tulip015,floppydisk,1," For this one, I think that it's It's probably like pretty long and made of hard materials.  I never seen these things before, so I'm not sure about that.  Um, I think it's used for like, like mixing things.  Um, I'm not sure."
tulip015,floppydisk,2," Actually, it's actually, it's very pretty small and also it's black and make of like plastics.  And there are some, uh, steel on it. And also it's very pretty flat.  Um, I know that it's used for print, printer, but actually I don't know what exactly to,  but I know that it's probably used to put in, in the printer."
tulip015,stethoscope,1," I think for this one, I think it looks pretty small.  And also like, but I'm not sure for what specific it looks like. I think it probably has some lines on it.  And for this one, I think it's for testing anything, like to detect anything like in the dark or on the water.  Um, because I never see this before."
tulip015,stethoscope,2," For this one, I think it's made of plastic.  Um, and also steel. And it has a long tube. And also it has a tester.  Um, for this one, I think it's like made, um,  used for the doctor to test if their patients have some heart problems, or if they are sick or not."
tulip015,pocketradio,1," For this one, because it says it's pocket radio, so I think it's pretty small and you can hold it in hand and put it in the pocket. And it's probably made of steel and also can have some button to press it. It can make people to put in the pocket and listen to this small radio when they're walking or in the private time."
tulip015,pocketradio,2,"Now I think it's still pretty small and but it is made of plastic and also some little bit of steel.  And also it's very light when I put it, holding it, so it's not very heavy when people put it inside a pocket. And I do think that it can help make people to put inside their pocket to listen to a video when they’re in their private time or walking in the street."
tulip015,shoehorn,1,"I think for this one it's made of plastic and I don't think that it's like a heavy thing and I think it's probably pretty long or something. I think it's used for fixing shoes."
tulip015,shoehorn,2," Actually, after seeing this, I think that it's made of steel and it's pretty hard and flat.  I'm actually not familiar with this object before, so I still think that it's probably made of like fixing shoes or something."
tulip016,bulbplanter,1," Okay, so I don't know what a bulb planter is. I'm assuming it has to be a metal tool of some sort where you can dig a hole to plant a bulb of some plant.  I don't actually know what that tool looks like or what it is, so I'd love to actually look at it and learn more. That's everything that I think it could be. The only bulb other option would be a light bulb.  That doesn't make any sense, so it has to be some sort of tool or object. I'm picturing something that's like trowel-shaped. That's anything I can think of.  Right, so I think that this object has to dig holes. In the ground to plant this bulb of something.  I know you can plant bulbs for certain plants, so maybe this was made specifically for a certain type of plant to dig a hole in the ground for."
tulip016,bulbplanter,2,"So bulb planter is a metal device that has a cylindrical bottom and it has a handlebar at the top for your hand to grip and it has little bumps at the very bottom of the metal cylinder which I will describe in the next section what that is meant to do and on the sides of the cylinder there are markers of centimeters ranging from one centimeter to five centimeters and you had a you have a notification on your hard plastic for your hand to grip onto and the handle is screwed in to the metal cylinder and that is the visual of the bulb planner okay so the bulb planter is planter is used to create perfectly a perfect size to implant some sort of bulb of a plant into the ground so it's meant to you're meant to grip the top hander and then you're meant to grip the top handel and push the bulb planter into some sort of dirt or ground to make the initial impact and then you're meant to twist it and pull out the dirt so that you have that perfect hole to plant the the bulb of the plant into and you can measure specifically how many centimeters you want to pull out of the ground by looking at the sides of the bulb planter and you insert it into the ground and see where the ground meets the marker to figure out how many centimeters of dirt you're pulling out of the ground."
tulip016,pocketradio,1,"Okay.  From my memory, a pocket radio is a, it's a rectangular device that, um, pocket radio makes me believe that this is a small radio that can fit in the pocket of one's pants. Um. I picture a rectangular gray metal device that has a circular sort of stereo to project sound out of.  Uh, there should be buttons on the rectangular device to change to AM or FM radio.  Uh, on the side there should be a spiral, uh, cylinder to rotate. With your fingers to change volume size.  Uh, I mean, yes, volume size.  And then there should also be some sort of, uh, I'm picturing some sort of like metal wire of some sort at the top of the rectangular device for a connection to radio signals.  And, uh, that's what I think it looks like. Okay.  A pocket radio is basically meant to be a regular radio, which is a device that takes  in radio waves and puts them through a stereo for you to be able to listen to it, projects it outwardly. Uh. And  You can control how loud that is or what station the, what signal the radio is picking  up, uh, based on the buttons and controls on the radio.  For it to be a pocket radio, you'll, you'll be able to fit it in your pocket and that makes it portable.  So it's supposedly a light, small rectangle of some sort.  And then the, the antenna. Or. The wire coming out of the pocket radio is meant to pick up those radio signals."
tulip016,pocketradio,2,""
tulip016,handmixer,1," Okay, so a hand mixer is a metal stick of some sort.  It's a metal stick that at the bottom is a little flared and it's able, it has little serrated edges and it has a handle at the top.  It is, so majority of the hand mixer is a cold metal. It is a reflective metal of some sort.  And then typically a handle has, it's going to be hard plastic.  Typically it's like the color black, I don't know, it's an aesthetic choice that a lot of hand mixers have.  Other than that, that's what a hand mixer looks like from memory. I could be 100% wrong.  Okay, hand mixers are used to blend objects. By objects I mean food.  Typically hand mixers are used to blend, say fruit into smoothies, or if you're making a soup and you want to have a less texture and you want the food to be more well broken  up into a liquid or almost liquid, you would use a hand mixer to crush the material in a much faster efficient way than doing it by hand."
tulip016,handmixer,2," Okay, so a hand mixer is kind of like a massive whisk. It has two whisk. Um.  Uh, shapes connected to each other and the, the two whisks that are connected to each other are made of stainless steel and these whisks rotate as they are connected to a plastic  wheel, hard plastic.  And the wheel is connected to a hand crank, which is a bent shape of stainless steel metal  with a hard plastic, uh, end for your hand to grip onto.  And above that, the stainless steel stick continues up and there is a hard plastic stick at the top to grab onto with your hand.  Uh, in this example, the hard plastic was the color blue.  Uh, some sort of Robins blue.  The hand mixer itself is kind of a difficult shape to describe, but it is a, uh, the whisk shape at the bottom of the hand mixer is made up of four J's upside down with a little bit of a  long, uh, ball shaped ball.  Uh, there are two of those that rotate opposite to each other. So one rotates clockwise. One rotates counterclockwise.  Uh, as the wheel rotates, yes. Okay. Okay.  So a hand mixer is used to blend, blend food. This type of hand mixer is used for baking as it is. I can tell because it is a hand mixer.  It assumes the shape of a whisk, but it's like a giant mega whisk. It's multiple whisks that are paired together that rotate simultaneously due to the wheel they're attached to and the hand crank.  And as the hand crank moves by a circular motion of the hand, the wheel rotates, rotating one whisk in a counterclockwise motion and the other in a clockwise motion. So that both whisks meet in the middle and whatever material is being whisked or blended at the bottom will be blended more seamlessly. Hand mixers are used in baking.  You see this when people are typically mixing together dough or you can see it when they're mixing together some sort of liquid ingredients to create, say, whipped cream with heavy cream. It typically is used in a kitchen by someone who doesn't mind using a little extra hand strength to make a dish of some sort or bake a baked good. But. It's a little easier than using a hand whisk because that takes a longer amount of time. So this is a time efficient tool."
tulip016,rolodex,1,"Rolodex. I am familiar with the word. Rolodex is a. This is sort of an older device.  What it looks like from what I think it is, is a. It's a. A metal wheel. It's a. It's a metal stainless steel stand that makes a triangle shape. And there are two metal triangles that hold up a metal rod.  And of the metal rod, there are pieces of paper, small rectangles with personal information written on them. And a Rolodex is made up of an alphabetical order of. People's personal information. So it's just a bunch of papers ordered next to each other in alphabetical order. There is a sort of hand crank to rotate these papers typically. Okay. So a Rolodex is used to. It's sort of like what you would see in a book. It's like a. A. A list of everyone's personal information that you know. It's a way to. It's a way to have a. A person's. Information. It's an older way to get.  Look up people's information, but it's typically used. I've seen it used in movies for office settings. When.  You're trying to look up someone's information, you'll.  You'll see them go through their Rolodex and they'll say, yes, I found this card for this one person's information. It typically has a name and address. Maybe their relation to you. And they're just a list of people's personal information. Okay."
tulip016,rolodex,2,"Okay so a rolodex is a stand in this case we have a metal stand, a black metal stand where two. It’s one long metal piece that uh curves downward and then it makes a U-shape so it comes back up and around so it creates this stand of which these paper cards are threaded through a metal bar. And on both sides of this metal bar there are these giant uh circular plastic caps that have grooves in them so that they are tactically easier to grip onto and rotate so that you can flip over the papers attached to the metal bar. There is enough paper to cover over 75% of this metal bar. There is a lot of paper  and these small rectangular pieces of paper about I'd say three inches by one inch,  maybe not, they are separated by these little,  um, they're separated by letters, by a different colored sheet of paper.  In this case, there was a blue cardboard paper with a white letter of an alphabet, of a letter on these sections and it went through A all the way to Z. Only the last  section X, Y, and Z were paired together probably because they were less common to have,  uh,  information about typically, uh,  I, yeah, it, there's a metal bar, uh, two caps on the side to rotate and a bunch of paper.  Okay, so a rolodex is a tool that you, uh, set on a desk,  typically, is seen in an office or private setting where you can keep track of people's personal information  and you alphabetize the information. Typically, you would do by last name,  you could do first name, it's up to you, but you have sections A through Z  where X, Y, Z is paired together because they are less common, um, Um and you would  you would set the metal bars, the metal bar section onto the desk and rotate the plastic caps  to the desired section of the Rolodex in order to find the specific information you're looking for,  which will include typically a name, some sort of contact information, maybe a phone number,  an address, and then maybe how they're related to you in some way, like how you know them."
tulip016,threeholepunch,1," Okay, so a three-hole punch is a rectangular object. It is longer than the length of a typical printer paper. I'd say it's typically about a foot and a couple of inches longer.  Wait, no, no, no, no, no. That's incorrect. It is longer than the length of printer paper. That's true.  It's typically made of two metal, two rectangular pieces of metal. All of the hole punchers that I've seen have had the color black.  And then on the inside, there is a section for you to, there is a section to line up paper. And then there are three metal prongs. And there is a spring mechanism inside of the two metal bars so that the two metal bars are permanently at an angle so that the bars are only touching on one side that is the long length side. Okay.  So a three-hole punch, three-hole punch tool is used to punch three holes into paper.  People do this for school or for work or for just organizing papers that they have for binders, typically. Or some a sort of a folder that has prongs in it for you to put paper into to store. So you would insert paper into the three-hole punch. And then you would press down on the top metal bar and you would hear a crunch. And that would be the three prongs punching three holes into the paper of a standardized size. Okay. That fits majority of binders.  And so you would just put in some papers, maybe put in a stack of papers, punch the hole, and then you would use the papers for the binder or whatever you're putting your papers into. Okay."
tulip016,threeholepunch,2,"Okay so a three hole punch is a device that has two metal bars, one on the thinner side one is lighter than the other, in this case we have a grey metal bar and a second metal bar that is a little bit thicker that is black, and it is the same length as the first bar.  Both of these bars, the length is slightly longer than printer paper. And their width is a little bit... I don't know. The top of the gray metal bar is not a perfect rectangle. It curves on one side so that... I will explain in the next section why. And the three-hole punch has three metal prongs on the bottom of the gray bar that have a small shape of a half semicircle cutout. Out of each of them. And attached to each of those metal prongs is a metal spring. And those...  Between both metal bars, there is a metal sort of structured device to go around the prong on the top bar.  The gray bar and the black bottom metal bar, which connects both of these bars together.  On the inside, there is a bump...  There's a level up higher, so it's not completely... Okay.  So for the black metal bar, there is a little notch in the middle.  On the inside, there is a little notch inside that runs along the entire length of the bar that stops any paper from moving forward or past that section. And that is what makes a three-hole punch. Okay. So a three-hole punch is used to punch three holes into paper.  It creates three standardized holes that fit into binders or other type of document holding items, such as folders with three prongs with the same width as a binder. These are used in office and school settings typically for those who have pieces of paper that are printed out with important information that they would like to store for later use.  So a person would take said paper and they would put it into the three-hole punch, which would be stopped by the raised level of the bottom black bar so that you can have a perfect symmetrical line of three holes punched into the paper.  In order to punch the holes into the paper, you set the device on the table, insert the paper, and then you put your hand on the top metal bar and you press down, which will push down all three prongs. And then you have three metal prongs attached to the top metal bar. And that semicircle cutout of each metal prong is meant to make it easier to remove from the paper once you're done pushing down on top.  Once that is done, you can remove your piece of paper and then it has three holes in it."
tulip016,fishingreel,1," Okay, so a fishing reel is a metal item that is two metal circles connected in the center with a metal bar attached on the exterior side of one of the circles.  There is a handle, which means there is a slight extension of the bar that also goes up. And there's also some sort of hard plastic handle attached to the metal. And the fishing reel typically has fishing wire wrapped around it.  If we're talking about a full fishing reel,  visually, I know what a fishing rod is. I'm assuming that a fishing reel is that section of a fishing rod. Where fishing line is wrapped around. So that is all that I can describe about the fishing reel. A fishing reel is used to hold fishing line for a fishing rod so that a person who is fishing with a fishing rod can cast back the reel and throw fishing line into whatever body of water they are catching fish. And then they can use the handle to crank back the fishing line so that whatever they catch on the end of the fishing rod will be retrieved back to them."
tulip016,fishingreel,2,"Okay so a fishing reel is made, it can be made out of metal which uh I don’t know which kind of metal. It can be made out of metal or hard plastic. This is typically uh something that is attached to a fishing rod so this is a bar that has a handle attached to it made of hard plastic shaped to a grip and there is uh a metal cylinder that holds fishing line attached to the top of this device. In this fishing reel we have a thin metal wire that is stretched into the shape of the U. As you crank the handle there is some sort of rotary mechanics there rotating the metal wire around the fishing line. And there is some sort of bent flat metal at the base of the fishing reel which I assume will be attached to a fishing rod. This fishing reel has a certain type of gear or it uh it has a specific number on the base of it indicating maybe a specific type of fishing reel, uh and the hand crank could be rotated clockwise and counterclockwise of which the metal U would be rotated one way or the opposite way depending on how you rotated the hand crank. So a fishing reel, a fishing rod I’m getting less and less sure. A fishing reel is attached to  a fishing rod where you cast a certain amount of fishing line to a fishing rod to fish. I have said fish many times uh you cast the rod back and you cast the line into a body of water and you would stop and rotate back the hand crank onto the fishing reel so that the fishing line is taught and then if you feel yanking on the fishing line indicating something is caught, hopefully a fish, you rotate the hand crank and a uh in a clockwise motion that is towards you so that the fishing line is retracted and pulls back whatever the fishing rod had caught into the air"
tulip017,threeholepunch,1,""
tulip017,threeholepunch,2,"Yeah this object is typically made out of metal. It is uh long rectangular shaped. It has a piece of metal attached to the top of it that when you press down, it has these like three things also made out of metal that go through the paper or whatever you’re trying to hole punch to create a hole. It’s best used for papers that don’t already have hole punches so that you can add them into the binder with three rings."
tulip017,frenchpress,1,""
tulip017,frenchpress,2,"I don't know anything about this object.  This object, based off the example that I've seen, is made out of glass. It has a handle attached to it. And there is a lid that has a straw that goes inside this kettle-like object with what looks like to be a filter.  After playing around with it, I think that it is used for filtering.  For example, if you like, um, just to like filter chunks out of like water or liquid like, uh, liquid like."
tulip017,rolodex,1,""
tulip017,rolodex,2,""
tulip017,rolodedx,1,""
tulip017,rolodedx,2,"A rolodex is an object made out of metal and it has what seems to be paper attached to in the middle and you can kind of flip through these papers by um twisting the wheels that are attached to each side of it. I’m guessing that this object is used for kind of keeping track of people or notes. Kind of like a phone book"
tulip017,crankflashlight,1,"I think is a very very bright flashlight probably used for camping I think that's a really really bright flashlight that is yeah again used for camping or to see really really dark areas around for like an unfamiliar areas"
tulip017,crankflashlight,2,"So it is a flashlight Except it's not very bright Um It's It kinda looks like Like the body Like it's built kinda like the body of a fish Except without a head Um It has a lever attached to it That you can twist I don't know what it does But I'm guessing that it's used to Higher or darken the light Uh The example that I saw was made out of plastic Um I still think that it's used for camping Or maybe like more mechanical Um Mechanical stuff It works by Uh Pressing a button that is located to the side of it Which Triggers the light And then Rotating the lever Which I think either increases or decreases The intensity of the flashlight"
tulip017,handmixer,1,"A hand mixer is made out of metal.  It's like a whisk that you use to whisk up eggs, cake batter, pancake mix. And it has pieces of metal that kind of interwind together.  Yeah, it's made out of metal used to whisk up things. Like...  Like eggs, cake batter, or even like whipped cream."
tulip017,handmixer,2," Okay, so it is indeed made out of metal. It has what seems to be two bulbs that are made out of metal. And they have lines of metal that go around kind of interwinding. Um... There is a lever attached to the side of it that you spin that moves the two mixers. Uh... Mixers look at the bottom of the metal rod. It's made out of metal and it looks like a rod with two bulbs. Uh... It's made out of metal. Metal looks at the bottom with a lever to the side that you can kind of spin to move the two mixers located at the end of it.  I think that it is used for, or no, I know it's used for mixing stuff like eggs, cake  batter, pancake mix, whipped cream.  Just mixing spices as well, that could be a thing."
tulip017,pocketradio,1,"A pocket radio is made out of metal or plastic.  It is a very, very small radio that... I guess...  that is portable, I can just carry around in your pocket, just hence the name.  It is used to listen to different channels, usually the news or music."
tulip017,pocketradio,2,"It is made out of plastic. It has an antenna located to its top side.  Like, on the top of it. It has... It has kind of like this... thing that you can slide to choose what channel you want to listen to. It is battery powered and it doesn't need... electricity.  Again, it is made out of plastic. It has an antenna to the top of it that I guess helps signal the channels better. Or the frequency. Umm...  It is used for listening to music, news...  you know, to keep in touch with what's going on around the world. Or around your surroundings."
tulip017,bloodpresurecuff,1,"A blood pressure cuff is made out of plastic and it's kind of like a wrap that goes around your bicep to check the pressure of your blood and how much your heartbeats are it's made out of plastic and it wraps around your bicep or right below your bicep kind of where your elbow is to check for your heartbeats and the pressure of your blood"
tulip017,bloodpresurecuff,2,""
tulip017,bloodpressurecuff,1,""
tulip017,bloodpressurecuff,2,"So it is a piece of plastic that wraps around the area between your bicep and your elbow.  It has kind of like, kind of similar to what a balloon looks like attached to it that you compress and it helps build up air into the plastic alongside, not a compass but kind of looks like a watch and it measures how much the pressure is."
tulip017,stethoscope,1,"stethoscope is usually made out of metal and silicone  it has, it's like a string and then on one end it has kind of like a v-shaped v-shaped object that goes into your ears and then on the other end it has a round shaped piece of metal that goes on your heart you place the v-shaped on your ears and you attach the circular end to either your heart or somebody else's heart so it listens to their heart beats and it gives you helps you hear their heart beats and to check that they have regular heart rhythm"
tulip017,stethoscope,2," Yeah, so like I said earlier, it is a piece of string that is made out of, it is like a string that is made out of silicone, maybe it makes out of silicone and plastic, on one end it has a V-shape that can open and close to fit, to accommodate to the size of someone's head,  and on the other hand, it has a sphere-shaped piece of metal, and it looks like there is a filter located on that round-shaped metal to help, I don't know, I guess, help hear the heartbeats.  You put the V-shaped end on your ears, and then you attach the metal shape to your heart. And whatever you want to listen to"
tulip017,floppydisk,1,"I'm guessing that it's a disc that is very bendable.  Um, usually meant to be played by an antique videotape player."
tulip017,floppydisk,2,"The object looks like a square. It is square shaped and it's made out of plastic. And in the middle there is a circular piece. I believe made out of metal.  The metal is pretty bendable and I still think that it is meant to be used for videotapes, music, maybe CDs, or to store it. Something around that genre."
tulip017,bulbplanter,1,"I don't know what this is. I don't know."
tulip017,bulbplanter,2,"Plant light bulbs  Which is, yeah.  Yeah, it's meant to be used to plant light bulbs  safely, without accidentally, I guess, harming yourself in any way."
tulip017,shoehorn,1,"I don't know. I don't know."
tulip017,shoehorn,2," Yeah, so a shoehorn is made out of also heavy metal.  But it comes, well this example is made out of heavy metal, but there are other shoehorns that are made out of hard plastic. Yes.  Yeah, made out of hard plastic. This one's made out of very hard metal.  It's kind of shaped like a very long rectangle, except it's curved. It's curved. It's curved at the ends of it. You place this object behind your heel to help you put your shoes on. To help your heel easily slip into your shoe without much force."
tulip018,rolodex,1," I'm not really sure what a Rolodex looks like, or what it's made of. I'm not sure how it works or what it's used for either. I really don't know."
tulip018,rolodex,2,"I think that it's... Oh.  It looks like that it has two different knobs on the side, and is made of a bunch of paper flaps. And I think it's made of a plastic cap.  And also, it's made of a plastic and paper.  I'm not really sure what it's used for, but it might be used for organizing.  And I think it works like, you turn the knob, and each flap opens up, and it just goes in a cycle."
tulip018,shoehorn,1," I don't really know what a shoehorn is, but just based off of the name, I'm assuming that it probably is something used for your shoe, and it probably looks like a shoe, so it's, um, like an oval shape on your foot, and then with, like, a horn, so it makes, like, noise. And I think that's kind of how it works.  It, like, makes noise.  Then it's on your shoe, but I'm not really sure what it's used for."
