…1,SubjectID,ObjectID,TalkBlock,Transcription,accuracy_Nicole,certainty_Nicole,accuracy_Tarun,certainty_Tarun,raw_accuracy_Human,raw_certainty_Human,scaled_accuracy_Human,scaled_certainty_Human,Very certain,Somewhat certain,Somewhat uncertain,Very uncertain,raw_certainty_score_weighted,scaled_certainty_score_weighted,Very accurate,Somewhat accurate,Somewhat inaccurate,Very inaccurate,raw_accuracy_score_weighted,scaled_accuracy_score_weighted
84,tulip013,rolodex,1,"Ah, Rolodex. I have no clue what this object is. Rolo? I'm assuming you can spin and play around as I say Rolo.  Yeah, I just... I genuinely have no clue what is this. Describe this object. What is it used for? I have no clue what is the purpose of this. I'm assuming it's toy.",1,1,1,1,1.0,1.0,-2.13709151921657,-1.91744559543826,0.0141727812588214,0.207171499729157,0.485181033611298,0.293474704027176,1.94204239547253,-1.54124678114648,0.22372274100780500,0.6191290616989140,0.12333783507347100,0.03381038084626200,3.0327642001211600,0.1963022529229990
85,tulip012,threeholepunch,2,The object looks... It looks exactly how I thought it would. But it's in kind of a shape of a sideways V. And it's got the attached... Kind of plastic bottom. And it's got spring mechanisms in it. Um... And it's made from metal with a bit of plastic on the bottom. And it works to punch holes through paper. And that is to be able to file them away or attach them to other bits. It'd be things such as like manuscripts and research papers and whatnot.,4,4,3,4,3.5,4.0,0.674871006068392,1.54123791532063,0.154752880334854,0.794882357120514,0.0412918552756309,0.0090728541836142,3.09531515743583,1.83513565897139,0.5902854204177860,0.376531720161438,0.023541826754808400,0.009641118347644810,3.547461614012720,2.850756829329780
86,tulip007,bloodpressurecuff,1,"This thing looks like it has a little sleeve that you can put on your arm. The material seems to be more like nylon or like cotton type. It's more soft. And then with like... It's more like a screen with something to press or like check the blood pressure and I think heart rate. The blood pressure cuff gets on your arm.  The sleeve gets on your arm, and then it tightens to see and then checks your blood pressure and likely heart rate.",4,3,3,4,3.5,3.5,0.674871006068392,0.96479066352748,0.026346368715167,0.391201734542847,0.513660252094269,0.0687916055321693,2.37510278820992,-0.273396231151783,0.10623310506343800,0.7101131081581120,0.147708922624588,0.035944897681474700,2.886634487658740,-0.557334104139835
87,tulip003,crankflashlight,2,It's usually made out of plastic and it's shaped well to your hand to be cartable. It has a built in light. It is used to illuminate light and you could adjust the width of the light by twisting the gears.,3,4,2,4,2.5,4.0,-0.449914004045594,1.54123791532063,0.0844518616795539,0.649064421653748,0.239687368273735,0.0267963297665119,2.79117177799344,0.944709387324069,0.35349538922309900,0.5019227862358090,0.11388097703456900,0.030700813978910400,3.178212683647870,0.9464253005788030
88,tulip020,fishingreel,2,"So it's made of metal and it looks like this kind of, there's a crank on the side that you can rotate and then the front half of it is the part that it moves up and down as you rotate. I don't know why but it has also a metal bar that flips outwards that becomes a lock if you flip it upwards and when you flip it down it unlocks and then helps reel in the fish.  On the front half there's then clear twine which is used for the, I'm assuming is the, what is that called?  Twine for the bait, I don't know.  Or maybe it just helps it, I don't know what it helps but yeah there's a part at the bottom that comes out. That's also a metal that you can like hold onto that might connect to some part of the fishing rod.  To use for fishing is to help bring in the fish and for, yeah, to keep the rod from breaking I think and it just brings the fish in.",4,2,3,2,3.5,2.0,0.674871006068392,-0.764551091851965,0.020917234942317,0.326901346445084,0.525716125965118,0.126465290784836,2.24227052181959,-0.662283011897274,0.17177236080169700,0.6984584331512450,0.10204826295375800,0.027720928192138700,3.0142821967601800,0.10098481576744000
89,tulip024,shoehorn,2,"It's kind of like a bent, thin object. I guess it could be made of metal or plastic or wood and it's bent to allow you to slide your foot in. It's just to help you put your foot in. I don't know.",3,1,3,2,3.0,1.5,0.112478501011399,-1.34099834364511,0.0023507177829742,0.144410848617554,0.676258385181427,0.176980048418045,1.97213223576546,-1.45315417049811,0.19908298552036300,0.5751271843910220,0.16766199469566300,0.05812787637114530,2.9151653610169900,-0.41019152034079300
90,tulip015,handmixer,2,so it's made of steel and look pretty long and it's also have handle on it and when we press the handle it can like spinning around at the bottom now I think this one is used for cooking and help people to mix cook make cake or something to make something to mix up the eggs,4,2,4,3,4.0,2.5,1.23726351112538,-0.188103840058817,0.0109306937083601,0.752361834049225,0.210920035839081,0.0257874857634305,2.74843583442271,0.819593374709289,0.5244913697242740,0.4127882122993470,0.04110661521553990,0.021613776683807400,3.4401571229100200,2.297354209093250
91,tulip012,rolodex,2,um it looks like it's kind of hard to describe it's made of metal plastic with attached paper on kind of a spiral that works around a pivot of some sort and it looks like there's one band of metal going around to kind of hold it down and it works by rotating the side rotating the plastic handles on the side and it rotates the paper which are labelled with different letters of the alphabet around the middle metal bit I have a feeling it's used for categorising certain information possibly names phone numbers addresses so it kind of works like an address book,4,2,4,3,4.0,2.5,1.23726351112538,-0.188103840058817,0.0010797462891787,0.111516632139683,0.638746619224548,0.248656988143921,1.86501910816878,-1.76674423787113,0.1643790900707250,0.4068639576435090,0.30861228704452500,0.12014466524124100,2.6154774725437200,-1.9557751304017800
92,tulip015,shoehorn,2,"Actually, after seeing this, I think that it's made of steel and it's pretty hard and flat.  I'm actually not familiar with this object before, so I still think that it's probably made of like fixing shoes or something.",3,2,2,2,2.5,2.0,-0.449914004045594,-0.764551091851965,0.0079367831349372,0.488888382911682,0.443909823894501,0.0592650100588798,2.44549693912268,-0.0673065853474075,0.1567002683877950,0.4712027907371520,0.30745407938957200,0.06464280188083650,2.719960406422620,-1.4169241579551100
93,tulip005,crankflashlight,1,"It has like a glass side to it where light peeks out of. Um.  It has like a plastic, it's like a plastic cylindrical shape with glass on top. There's like a button on the side to turn it on and off.  You turn it on and off to like, for extra light I guess. Use it in like dimly. Or like. Like dark areas to see better as it produces like light.",3,3,2,3,2.5,3.0,-0.449914004045594,0.388343411734332,0.040472824126482,0.525221824645996,0.391684204339981,0.0426211133599281,2.56354629248381,0.278300955991953,0.30255764722824100,0.5286378860473630,0.13037891685962700,0.0384254977107048,3.095327578485010,0.5189610453147090
94,tulip004,handmixer,2,"So, this object has two metal rotators.  It's at the bottom, and the top is a plastic handle, and it has a crank as well, so you would put it in the dough,  and basically you would, like, crank or turn the dough or the batter or whatever that you're trying to make.  And it can be made out of, like, plastic, and then the bottom spindles would be metal.  This object is used in a kitchen setting, so more likely when you're baking rather than cooking because it is a hand mixer.",3,4,4,3,3.5,3.5,0.674871006068392,0.96479066352748,0.0779312923550605,0.50719279050827,0.351418137550354,0.0634577423334121,2.59959755837917,0.383846552079643,0.2509285807609560,0.6193479895591740,0.09957075119018560,0.030152658000588400,3.0910524521023000,0.4969128894759280
